,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
1586,"I wrote my MPP about the new voting restrictions and he had the nerve to tell me the Cons did it to protect municipalities from the expense of ranked ballots. Their heads are in their pocketbooks, not in leadership visions.",0,0,1,[0 0 1],regular
1587,Donald TRUMP @realDonaldTrump I can't vote cause i'n not USA citizen. But i'm praying for your victory next Election. #PROVIDA #ProLife https://t.co/rwPTARa3SV,1,0,0,[1 0 0],regular
1588,"Top-level US-Russia contact established. Putin-Biden phone conversation today promises no reset, but suggests a degree of predictability to the badly strained relationship. Confrontation needs to be managed safely.",0,0,1,[0 0 1],regular
1589,"Creepy @JoeBiden!! 🤮 
#CreepyJoe #CreepyJoeBiden https://t.co/AgWsoAlePI",1,0,0,[1 0 0],regular
1590,@realDonaldTrump God bless you  Donald Trump,1,0,0,[1 0 0],regular
1591,"@IndyUSA -Please Mr Trump, pardon Julian Assange for him to help ellect you in 2016 (ironic) .
-Pardon Julian for being a journalist and editor ( ironic too).
These criminals are ridiculous.",1,0,0,[1 0 0],sarcasm
1592,"@DonaldJTrumpJr Who has bigger is the winner 🏆🏆🏆
New Rules.",1,0,0,[1 0 0],regular
1593,Im writing “Rob” on the ballot #MyPresident https://t.co/ZWkKHt1lYw,0,0,1,[0 0 1],regular
1594,#MakeAmericaGreatAgain one tweet at a time :))))) https://t.co/pmbasIUePx,0,0,1,[0 0 1],regular
1595,"In the spirit of the #USElections, this is what a Canadian ballot looks like. 

What does your ballot in your country look like?

(Photo taken by CBC. Not mine) https://t.co/Fs1ZzxYYHK",0,0,1,[0 0 1],regular
1596,"Bye Bye Trump 😂 
#JoeBiden New President Of #USA 

#Election2020results #USAelection2020 #DonaldTrump #PresidentElect #ByeByeTrump https://t.co/Mj0RMpYYsp",0,1,0,[0 1 0],regular
1597,"The United States will remain a State Party to the Paris Agreement!
🌎💚✊
#BidenHarris2020 #PresidentElectJoe #ByeByeTrump #ParisAgreement https://t.co/fLgwg5b8Lh",0,1,0,[0 1 0],regular
1598,Biden will have the presidency. But Republicans still have the power | Adam Tooze https://t.co/GXuKR3sh5x,1,0,0,[1 0 0],regular
1599,"Congratulations Mr.@JoeBiden for this historic Victory.May your Presidentship make peace and prosperity all over the world.
#ByeByeTrump",0,1,0,[0 1 0],regular
1600,Trying to stay calm and wait for news outlets to #CallTheElection #BidenHarris2020 #Biden #ElectionResults2020 #Election2020 https://t.co/8QmIDHZ4ld,0,0,1,[0 0 1],regular
1601,"https://t.co/m557tzaU0R
Psychological suspense thriller. 
#SRHvRCB 
#TrumpIsLosing 
#USElectionResults2020 
#USElectionResults2020",0,0,1,[0 0 1],regular
1602,"As of now, Cabinet announcements will not be rushed, with Mr. Biden given the time to consider his options at length, even as names swirl about potential appointments.",0,0,1,[0 0 1],regular
1603,"#ByeByeTrump
Throw Trump moron out from White House if he resists.",0,1,0,[0 1 0],regular
1604,"Trump has Divided the Country more than Ever! No One wants to Admit to It!  Especially him! Tuesday will come and it will be whatever it will be! 
AMERICA WILL GO ON! ðŸ‡ºðŸ‡¸",0,1,0,[0 1 0],regular
1605,100 some ballot initiatives. .Aren't there more class natural substances as plants herbs other hallucinogens than mushrooms with psychedelic property. .That app based ride hailing service worker reclassification proposition ruling isn't a total defeat from their perspective. . https://t.co/uhhdakx8yo,0,0,1,[0 0 1],regular
1606,"Game of Power !!

Joe Biden has gained 4.4 million followers on Twitter in the past 3 days.

#BidenHarris2020 #BiharExitPolls #Biden https://t.co/bEilM5GiEg",0,1,0,[0 1 0],regular
1607,"This year has been TRULY EXHAUSTING for a myriad of reasons, but lately I’ve been really bogged down by how much #misinformation there is floating around, and MORE by how many people gobble it up as truth &amp; fact. Can the damage that leaders like #DonaldTrump have made be undone?",0,0,1,[0 0 1],regular
1608,"Sometimes... the bad guy loses... BY A LOT 

#ByeByeTrump. https://t.co/ZrO8I15VwS",0,1,0,[0 1 0],regular
1609,"Netanyahu tries to correct his gaffe: Speaks with #Biden in first since election, calls him 'president-elect'  https://t.co/dWeNneBRlN",0,1,0,[0 1 0],regular
1610,Donald Trump is like:               But also.... https://t.co/XNNPEe0N07,0,0,1,[0 0 1],regular
1611,"Now J &amp; K in Whitehouse,Joe &amp; Kamala,better late than never,hope u make all proud &amp; make world a better place for present &amp; future @JoeBiden @KamalaHarris #JoeBidenKamalaHarris2020 #SleepyJoe #Joe #PresidentElectJoe #PresidentElect #bidenharis2020 #AmericaDecides #BidenPresident",0,1,0,[0 1 0],regular
1612,Everytime an israeli asks us Biden or trump we all start yelling fuq donald trump😂😂😂,0,1,0,[0 1 0],regular
1613,Proud boyfriend. She voted @realDonaldTrump #ElectionDay #Election2020 #MAGA #MakeAmericaGreatAgainAgain #Trump2020 https://t.co/hpYicCyxkq,1,0,0,[1 0 0],regular
1614,"Under President @realDonaldTrump US economy surged 33.1% in Q3 and unemployment filings dropped. Mega! Aren’t these numbers speaking something?
#DonaldTrump #MAGA2020 #USElections2020",1,0,0,[1 0 0],regular
1615,"COVID-19 Vaccine is 90%+ Effective, Trump Tries to Make it About Him
https://t.co/qzVUHGaKau

#TrumpConcede #VoteHimOut #Fauci #COVID19 #USAElections2020 #patrickmercierx https://t.co/8SCJfm51Rq",0,1,0,[0 1 0],regular
1616,Hey Read this #Trump2020 https://t.co/SS3iVt4P1u,0,0,1,[0 0 1],regular
1617,"@realDonaldTrump You smashed the voting record. You had the largest turn out despite COVID. 
You’re the biggest political force in the world and it’s time to show the deep state what real power is once you’re elected for a second term!
#DrainTheSwamp",1,0,0,[1 0 0],regular
1618,While you are arguing take a moment to look at my blog. #hawaii #honolulu #tokyo #TrumpIsPathetic #BidenTransition #NotMyPresident https://t.co/jHkp6Vo1u3,0,1,0,[0 1 0],regular
1619,Get well soon @realDonaldTrump @MELANIATRUMP   #DonaldTrump #homealone2 https://t.co/IYbHJC4dQn,1,0,0,[1 0 0],regular
1620,He Predicted a Trump Win in 2016. What's His Forecast For 2020? | NYT Op... https://t.co/h3kYa0KwUJ vía @YouTube 👀,0,0,1,[0 0 1],regular
1621,Why does foreign media cover #USElections so much? 1) Canada - https://t.co/5yH974XO6H 2) Mexico -https://t.co/8fMSK6eYum 3) Great Britain - https://t.co/g4dmioy4Da 4) Australia - https://t.co/Vim0MksGGE 5) Italy - https://t.co/8xltAV7IZq,0,0,1,[0 0 1],regular
1622,"Thank you to US President Donald Trump for four amazing years And congratulations to the new president, Joe Biden. I am sure we can continue together the collaborations for a new high school in the clear formula of peace for peace without going back 🇺🇸🇮🇱 https://t.co/B5DjBwbddg",1,0,0,[1 0 0],regular
1623,#godblesstheusa #makeamericagreatagain @ Up Hatherley https://t.co/9v56EF30Lw,0,0,1,[0 0 1],regular
1624,"Good morning from Tokyo. Received texts that #Biden won in Michigan and Wisconsin from #nikkei , getting him closer to the finishing line. Hopefully. #Elections2020 #November2020 #thursdaymorning #Japan https://t.co/mnO0vVouAX",0,1,0,[0 1 0],regular
1625,Super Smash Bros Ultimate Joe Vs Trump #NintendoSwitch #SuperSmashBrosUltimate #donaltrump #joebiden #Elecciones2020 #USElections2020 https://t.co/ILcDb8wYpv,0,0,1,[0 0 1],regular
1626,"https://t.co/tshKoFh4GT
Donald Trump, according to John Bolton, could become a future security threat.",0,1,0,[0 1 0],regular
1627,I’m gonna miss the entertainment from the mad dog. #ByeByeTrump and  #YOUREFIRED,0,1,0,[0 1 0],regular
1628,"Face-off Between Rival Political Factions In Philadelphia 
#USElection2020 #Trump #bidenharis2020 #Biden #BidenHarris2020 #USElection2020 #Philadelphia #Recount2020 #EveryVoteCounts #TrumpVsBidenFight #Election2020 #ElectionResults2020
https://t.co/mRI0BEn1dx via @TheTaiwanTimes",0,0,1,[0 0 1],regular
1629,Trump casts early ballot in Florida: 'I voted for a guy named Trump'  https://t.co/pS7yBswySn,1,0,0,[1 0 0],regular
1630,"There you have it.....

#Biden wins presidency, #Trump denied second term in White House, Fox News projects Democratic presidential nominee Joe Biden has defeated incumbent President Donald Trump. @ Toronto, Ontario https://t.co/jqSPjKY9Bf",0,0,1,[0 0 1],regular
1631,@GeorgieHeart13 I like him! That is enough! #Trump2020 😉🙏🏽🇺🇲🇧🇷😎👊🏽,0,1,0,[0 1 0],regular
1632,Europe is praying for change #VoteHimOut,0,1,0,[0 1 0],regular
1633,"@realDonaldTrump What is ready for America and its democracy was that it was the people of America. This is how you breathed human rights and the people's right to choose! Violation and fraud are rampant. President Trump, please do not go beyond the rights of the American people.",0,0,1,[0 0 1],regular
1634,I’ve worked elections sm times and we counted all the ballots by like 11pm this is dhhdjdjddkdkdkkd,0,0,1,[0 0 1],regular
1635,I KANT STAND LOSING YOU! #USElectionResults #USAelection2020 #TrumpIsLosing #BidenHarrisToEndThisNightmare #GodSaveAmerica https://t.co/evGCfPqR28,0,1,0,[0 1 0],regular
1636,"A welcome change. 
Congratulations POTUS @JoeBiden and VP @KamalaHarris..
#ByeByeTrump @realDonaldTrump",0,1,0,[0 1 0],regular
1637,"I mean India can totally use Trump calling China and India filthy as a tool to get closer to Beijing and sort out Ladakh. 

Tu b filthy, Mein b filthy. Phir Kyun hamari rahain nahi milti? 

#FilthyIndia #Debats 
#Trump2020 
#Debate2020 
#gobackmodi
#filthy #India https://t.co/WdEXyXiP2j",1,0,0,[1 0 0],regular
1638,"From The Economist Espresso: An Armenia-Azerbaijan ceasefire; Trump’s new stimulus offer

https://t.co/jCh94aQe1O",0,0,1,[0 0 1],regular
1639,"Dear #America

You elect #JoeBiden &amp; #KamalaHarris in November and I’ll come visit you again once they’re safely sworn in.

I promise.

#Election2020 #VoteHimOut",0,1,0,[0 1 0],regular
1640,@VOANews @JoeBiden @DrBiden @realDonaldTrump #AmericaDecides #amerikasecimleri #BlackVoicesForTrump #CorruptJoeBiden #DemocratsAreDestroyingAmerica #MAGA2020LandslideVictory #DumpTrump  we can't find our problem till we change @JoeBiden is our change we have to voted him. https://t.co/BkQkTpT6Xs,0,1,0,[0 1 0],regular
1641,What a fantastic political ad. This may work and touch people where so many don’t. #chooseyourhumanswisely indeed #Biden #Trump #dogs https://t.co/X0UIjW4z19,0,0,1,[0 0 1],regular
1642,"It’s rare that we see people celebrating someone’s defeat more than another’s victory. 

#PresidentBidenVPHarris2020 #USPresidentialElections2020 #TrumpCollapse #TrumpIsLosing",0,1,0,[0 1 0],regular
1643,So Biden comes from Baile'Na!? Very interesting if your a Na! #MAGA,0,0,1,[0 0 1],regular
1644,At least Trump’s hands look big on that tiny desk,0,0,1,[0 0 1],sarcasm
1645,"Congratulations to @JoeBiden for being elected the 46th President of the United States of America. Congratulations also to @KamalaHarris for being the first woman to be elected Vice President. 

#bidenharis2020 #JoeBiden #KamalaHarrisVP #JoeBidenKamalaHarris2020 #USAElections2020 https://t.co/cGsRVUvWlH",0,1,0,[0 1 0],regular
1646,"@MatthewJshow @JoeBiden I live in Japan. Mask wearing has been universal since January. No mandate, just socially responsible behaviour. Look up the country's COVID figures and perhaps you will see that's why. But we should all remember it's just part of the answer, along with other social adjustments.",0,0,1,[0 0 1],regular
1647,@mmpadellan It's Congress's decision. They have decided upon cowardice. Biden can't help,0,0,1,[0 0 1],regular
1648,"#Trump begins to construction a new state for his family.
#Biden",1,0,0,[1 0 0],regular
1649,"Come on America! The world needs a better 2021 and an end to the horror of @realDonaldTrump. We don't need another Xi Jinping. Show us your leadership and magnanimity and #VoteBlueToEndTheNightmare, #VoteBiden, #VoteTrumpOut.

From all of us in the UK entering #lockdown2uk https://t.co/c79u3NzrAl",0,1,0,[0 1 0],regular
1650,"If Trump loses, it will be the end of the United States Of America
#Vote 
#MAGA #TRUMP2020ToSaveAmerica",1,0,0,[1 0 0],regular
1651,@vainqveur Yeah then heâ€™s gonna say how fraudulent the ballot count is,0,0,1,[0 0 1],regular
1652,"#ForTheMany🌈

""My #antifa~wine's
Coming down..""
💖#Adi😷#lockdowndreams
#YouTube🐙search 'Adi Johnson'✒️#music🎶

⬇️All's true
#Trump💩@realDonaldTrump,huh?
☠️#Covid_19

#Twitter☑️
#bbc🌍@BBCNews
#SkyNews💖@SkyNews💖@KateEMcCann💖x
#UK🇬🇧
#USA🇺🇲@CBSNews💖@washingtonpost
#trending https://t.co/SBhASEjSQB",0,0,1,[0 0 1],regular
1653,Trump gets experimental drug aimed at curbing severe illness https://t.co/cT4ZyZgGen via @BostonDotCom,0,0,1,[0 0 1],regular
1654,"#FourMoreYears of President @realDonaldTrump @POTUS

🙏

@IvankaTrump 

#BJP
#Republicans
#Trump2020
#TeamTrump
#NAMO
#MAGA https://t.co/COLYgeWjSl",1,0,0,[1 0 0],regular
1655,"@PittsburghPG 2 FACTS 1.) +220,000 Americans died of covid. 2.) Trump HASN’T said one kind/empathetic word to the sick &amp; families of the dead. NOT. ONE. WORD. He’s MORALLY UNFIT 2B POTUS. @JoeBiden @KamalaHarris @BarackObama @FrankBruni #BidenHarris2020 #Elections2020  #VoteBlueToSaveAmerica https://t.co/xjnQ4oSR5a",0,1,0,[0 1 0],regular
1656,"Donald Trump after seeing #ByeByeTrump is trending

#TrumpByeBye https://t.co/W5fG30Bj24",0,1,0,[0 1 0],regular
1657,"#ByeByeTrump ~ you should hired Indian Chanakya ~ you would have won... Anyways, go home!",0,1,0,[0 1 0],regular
1658,Wow!!!! #trump didn’t acknowledge #Biden ‘s wave! And why is #trump still not wearing mask? 🙄🙄🙄,0,1,0,[0 1 0],regular
1659,"Good morning everyone except Sleepy Joe fans.

@realDonaldTrump @Mike_Pence @GOP #Trump2020 #MAGAA2020 #Election2020 https://t.co/Yjd5sQDDDY",1,0,0,[1 0 0],regular
1660,"#ByeByeTrump #BidenHarris2020 Seems like FINALLY the ppl of US can breathe free, the battle has been won! A new future awaits!

P.S: #OnlyTheYoungWON this one's really close to all @taylorswift13 fans!",0,1,0,[0 1 0],regular
1661,"@realDonaldTrump just admitted heâ€™s lost... ðŸ˜ðŸ˜ðŸ˜ðŸ‘ðŸ‘ðŸ‘
#trump #biden #BidenTransition",0,1,0,[0 1 0],regular
1662,@AliVelshi That’s some corner the US is turning. #Trump continues to lie to people abt this virus and denigrate mask wearing. That plus his complete and abject incompetence will lead to many more infected and dead. And yet over 40% still support him. #TrumpCovidFailure,0,1,0,[0 1 0],regular
1663,"Young Americans, today is your day to stand up to the oppression, discrimination and injustice of the United States government. Like the Iranian youth in 11/02/1979 against the oppressive government of the time.

#Trump2020 
#Biden 
#Armenia",0,0,1,[0 0 1],regular
1664,"Hmmm...
@realDonaldTrump dancing to a song whose whole visual theme is about a clown.
Interesting...ðŸ¤¡ðŸ¤¡ðŸ¤¡

#KatyPerry #Smile #KP5 #DonaldTrump #Elections #Elections2020 #ElectionDay 

https://t.co/eYxqUBos0F",0,1,0,[0 1 0],regular
1665,I hope and pray that all of you my fellow americans go out and #VoteTrump.,1,0,0,[1 0 0],regular
1666,"God Bless America.
#ByeByeTrump",0,1,0,[0 1 0],regular
1667,"#ALVlosTrump
#ByeByeTrump
@FLOTUS love u",0,1,0,[0 1 0],regular
1668,It’s incredible that 70 million Americans voted for Trump despite his disdain for lockdowns and mask-wearing. That’s a lesson for politicians everywhere: Expect strong support for anti-lockdown parties  in the coming months.,1,0,0,[1 0 0],regular
1669,All the president’s men and women. #TrumpHasCovid #Trump https://t.co/khH0e0G292,0,0,1,[0 0 1],regular
1670,"America, now you can finally be Great Again!!! 
#bidenharis2020 #BidenHarriswin #MakeAmericaGreatAgain",0,1,0,[0 1 0],regular
1671,"Dude! 😂😂😂
#USElections #ByeByeTrump #2020 https://t.co/pSGy1OvTRi",0,0,1,[0 0 1],regular
1672,"Lame duck Mitt Romney 
A sitting United States senator does not know how United States legal system or the U.S. Constitution works.Disgraceful #draintheswamp https://t.co/Un2Gnbn15r",0,0,1,[0 0 1],regular
1673,"@realDonaldTrump you’re fired! #ByeByeTrump, so will the Old Man @lopezobrador_ your #JerkFriend",0,1,0,[0 1 0],regular
1674,"here you do, here you pay!!!! #ByeByeTrump https://t.co/XTa9wvv9Zc",0,1,0,[0 1 0],regular
1675,"Saagar Enjeti: Obama privately admits Biden BARELY up to job, tells him ... https://t.co/V6PHM6a5Gu via @YouTube #Trump2020",1,0,0,[1 0 0],regular
